NAME;LONGNAME;HD_ICD_10;CAT
N14_BARTHOOTHNAS;Other and unspecified disease of Bartholin gland;N75[8-9];N
N14_BENIGNMAMDYSP;Benign mammary dysplasia;N60;N
N14_BREAST;Disorders of breast;N6;N
N14_BREASTDISOTH;Other disorders of breast;N64;N
N14_CALCUKIDUR;Calculus of kidney and ureter;N20;N
N14_CALCULOWER;Calculus of lower urinary tract;N21;N
N14_CERVICAL_DYSPLASIA_ALL;All dysplastic lesions of the cervix uteri;N870|N871|N872|N879|D060|D061|D067|D069;N
N14_CERVICAL_DYSPLASIA_NOS;Dysplastic lesion of unknown severity of the cervix uteri;N879;N
N14_CERVICAL_HSIL;HSIL lesion of the cervix uteri;N871|N872|D060|D061|D067|D069;N
N14_CERVICAL_LSIL;LSIL lesion of the cervix uteri;N870;N
N14_CHRONEPHROPATH;Chronic nephritic syndrome;N03;N
N14_CHRONKIDNEYDIS;Chronic kidney disease;N18;N
N14_CHRONTUBULOINTNEPHRITIS;Chronic tubulo-interstitial nephritis;N11;N
N14_CYSTITIS;Cystitis;N30;N
N14_CYSTKID;Cyst of kidney;N281;N
N14_DIALYSIS;Dialysis;Z992|Y841;Z
N14_DISIMPAIRRENTUB;Disorders resulting from impaired renal tubular function;N25;N
N14_DRUGSANDHEAVYMETAL;Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions;N14;N
N14_ENDOMET_INFERT;Endometriosis diagnosis and infertility diagnosis occurring together;;
N14_ENDOMETRIOSIS;Endometriosis;N80;N
N14_ENDOMETRIOSIS_ASRM_STAGE3_4;Endometriosis ASRM stages 3,4;$!$;$
N14_ENDOMETRIOSIS_DEEP;Deep endometriosis;N808[01];N
N14_ENDOMETRIOSIS_FALLOPIAN_TUBE;Endometriosis of fallopian tube;N802;N
N14_ENDOMETRIOSIS_INTESTINE;Endometriosis of intestine;N805;N
N14_ENDOMETRIOSIS_NOS;Unspecified/other endometriosis;N80[8-9];N
N14_ENDOMETRIOSIS_OVARY;Endometriosis of ovary;N801;N
N14_ENDOMETRIOSIS_PELVICPERITONEUM;Endometriosis of pelvic peritoneum;N803;N
N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA;Endometriosis of rectovaginal septum and vagina;N804;N
N14_ENDOMETRIOSIS_SKIN_SCAR;Endometriosis in cutaneous scar;N806;N
N14_ENDOMETRIOSIS_UTERUS;Adenomyosis (Endometriosis of uterus);N800;N
N14_EROSECTROPUT;Erosion and ectropion of cervix uteri;N86;N
N14_FEMALE_GENITAL_DYSPLASIA_ALL;All dysplastic lesions of the cervix uteri, vagina or vulva;N87|N89[0-3]|N90[0-3]|D06|D071|D072;N
N14_FEMALE_GENITAL_DYSPLASIA_NOS;Dysplastic lesion of unknown severity in the cervix uteri, vagina or vulva;N879|N893|N903;N
N14_FEMALE_GENITAL_HSIL;HSIL lesion of the cervix uteri, vagina or vulva;N871|N872|N891|N892|N901|N902|D06[0-9]|D071|D072;N
N14_FEMALE_GENITAL_LSIL;LSIL lesion of the cervix uteri, vagina or vulva;N870|N890|N900;N
N14_FEMALEGENINF;Inflammatory diseases of female pelvic organs;N7;N
N14_FEMALEGENNONINF;Noninflammatory disorders of female genital tract;N8|N9[0-8];N
N14_FEMALEINFERT;Female infertility;N97;N
N14_FEMGENFISTUL;Fistulae involving female genital tract;N82;N
N14_FEMGENPAIN;Pain and other conditions associated with female genital organs and menstrual cycle;N94;N
N14_FEMGENPROL;Female genital prolapse;N81;N
N14_FEMPELINFINOTH;Female pelvic inflammatory disorders in diseases classified elsewhere;N74;N
N14_FIANOV;Female infertility, associated with anovulation;N970;N
N14_FIOTHNAS;Female infertility, cervigal, vaginal, other or unspecified origin;N97[3-9];N
N14_FITUB;Female infertility, tubal origin;N971;N
N14_FIUTERINE;Female infertility, uterine origin;N972;N
N14_GALACTORRHEA;Galactorrhea;N643;N
N14_GENITOUROTH;Other disorders of the genitourinary system;N99;N
N14_GLOMEINOTH;Glomerular disorders in diseases classified elsewhere;N08;N
N14_GLOMER_NEPHRITIS;Glomerulonephritis;;
N14_GLOMERULAR;Glomerular diseases;;
N14_HABITABORT;Habitual aborter;N96;N
N14_HENOCHSCHONLEIN_NEPHRITIS;Henoch-Schönlein purpura nephritis (HSPN);N082&D690;N
N14_HYDROCELE;Hydrocele;N43;N
N14_HYDRONEPHR;Hydronephrosis;N13[0-3];N
N14_HYPERTROPHYBREAST;Hypertrophy of breast;N62;N
N14_HYPERTROPHYBREAST_BOTH;Hypertrophy of breast in women and men;N62;N
N14_IGA_NEPHROPATHY;IgA nephropathy (IgA glomerulonephritis);N082&D8980;N
N14_IMPOTENCE;Impotence;N484;N
N14_INFCERVIX;Inflammatory disease of cervix uteri;N72;N
N14_INFLAMALEGEN;Inflammatory disorders of male genital organs, not elsewhere classified;N49;N
N14_INFLAMMBREAST;Inflammatory disorders of breast;N61;N
N14_INFLUTH;Inflammatory disease of uterus;N71;N
N14_ISOLPROTEINURIA;Isolated proteinuria with specified morphological lesion;N06;N
N14_KIDUROTH;Other disorders of kidney and ureter;N2[5-9];N
N14_LUMPNASBREAST;Unspecified lump in breast;N63;N
N14_MAEMABROAD;Haematosalpinx/Haematoma of broad ligament;N836|N837;N
N14_MALEGEN;Diseases of male genital organs;N[4-5];N
N14_MALEGENINOTH;Disorders of male genital organs in diseases classified elsewhere;N51;N
N14_MALEINFERT;Male infertility;N46;N
N14_MENOPAUSOT;Other menopausal disorders;N951|N95[3-9];N
N14_MENORRHAGIA;Menorrhagia;N920;N
N14_MENSIRREG;Irregular menses;N91|N921|N925|N926;N
N14_MESNRUIRREG;Excessive, frequent and irregular menstruation;N92;N
N14_NEPHRITICNAS;Unspecified nephritic syndrome;N05;N
N14_NEPHROPATHYHER;Hereditary nephropathy, not elsewhere classified;N07;N
N14_NEPHROTICSYND;Nephrotic syndrome;N04;N
N14_NEUROMUSCDYSBLADD;Neuromuscular dysfunction of bladder;N31;N
N14_OBSTRUREFLUROPATH;Other obstructive and reflux uropathy;N13;N
N14_OLIGOMEN;Oligomenorrhoea;N91[3-5];N
N14_ORHCEPINDIDYMITIS;Orchitis and epididymitis;N45;N
N14_OTHBLADD;Other disorders of  bladder;N32;N
N14_OTHDISMALEGEN;Other disorders of male genital organs;N50;N
N14_OTHETNASKIDUR;Other specified disorders of kidney and ureter;N280|N28[8-9];N
N14_OTHFEMPELINF;Other female pelvic inflammatory diseases;N73;N
N14_OTHINFVAGVULV;Other inflammation of vagina/vulva;N768;N
N14_OTHNONINFCERVIX;Other noninflammatory disorders of cervix uteri;N88;N
N14_OTHNONINFOVA;Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament;N83[8-9];N
N14_OTHNONINFUTER;Other noninflammatory disorders of uterus, except cervix;N85;N
N14_OTHNONINFVAG;Other noninflammatory disorders of vagina;N89;N
N14_OTHNONINFVULV;Other noninflammatory disorders of vulva and perineum;N90;N
N14_OTHPENIS;Other disorders of penis;N48;N
N14_OVAR_HYPERSTIM;Ovarian hyperstimulation (induction);N981;N
N14_OVARTORS;Torsion of ovary, ovarian pedicle and fallopian tube;N835;N
N14_OVARYCYST;Ovarian cyst;N83[0-2];N
N14_PHIMOSIS;Redundant prepuce, phimosis and paraphimosis;N47;N
N14_POLYPFEMGEN;Polyp of the female genital tract;N84;N
N14_POSTMENATRVAG;Postmenopausal atrophic vaginitis;N952;N
N14_POSTMENBLEED;Postmenopausal bleeding;N950;N
N14_PREMENSTSYNDROM;Premenstrual syndrome;N943;N
N14_PROHERNOV;Prolapse and hernia of ovary and fallopian tube;N834;N
N14_PROSTAOTH;Other disorders of prostate;N42;N
N14_PROSTATITIS;Inflammatory diseases of prostate (prostatitis);N41;N
N14_PROSTHYPERPLA;Hyperplasia of prostate;N40;N
N14_PYELONEPHR;Acute tubulo-interstitial nephritis;N10;N
N14_RAPIDPROGNEPHRITIC;Rapidly progressive nephritic syndrome;N01;N
N14_RECURANDPERHEAMATUR;Recurrent and persistent haematuria;N02;N
N14_RENALCOLNAS;Unspecified renal colic;N23;N
N14_RENALTUB;Renal tubulo-interstitial diseases;N1;N
N14_RENALTUBULOINOTH;Renal tubulo-interstitial disorders in diseases classified elsewhere;N16;N
N14_RENALTUBULOOTH;Other renal tubulo-interstitial diseases;N15;N
N14_RENFAIL;Renal failure;;
N14_RENFAILNAS;Unspecified kidney failure;N19;N
N14_SALPHOOPH;Salpingitis and oophoritis;N70;N
N14_SMALLKIDNEY;Small kidney of unknown cause;N27;N
N14_SPERMATOCELE;Spermatocele;N434;N
N14_TORSIOTEST;Torsion of testis;N44;N
N14_TUBULOINTNEPHRNAS;Tubulo-interstitial nephritis, not specified as acute or chronic;N12;N
N14_ULCERVAGVUL;Ulcer of vagina/vulva;N76[5-6];N
N14_UNSPECKIDCONTR;Unspecified contracted kidney;N26;N
N14_URETHRALSTRICT;Urethral stricture;N35;N
N14_URETHRAOTH;Other disorders of urethra and urinary system;N36|N39;N
N14_URETHRITISANDURSYNDR;Urethritis and urethral syndrome;N34;N
N14_URINOTH;Other diseases of urinary system;N3;N
N14_UTER_POLYP;Uterine polyps;N841;N
N14_VAGINAL_DYSPLASIA_ALL;All dysplastic lesions of the vagina;N890|N891|N892|N893|D072;N
N14_VAGINAL_HSIL;HSIL lesion of the vagina;N891|N892|D072;N
N14_VAGINAL_LSIL;LSIL lesion of the vagina;N890;N
N14_VAGINITIS;Vaginitis/vulvovaginitis/vulvitis/abscess of vulva;N76[0-4];N
N14_VULVAL_DYSPLASIA_ALL;All dysplastic lesions of the vulva;N900|N901|N902|N903|D071;N
N14_VULVAL_DYSPLASIA_NOS;Dysplastic lesion of the vulva of unknown severity;N903;N
N14_VULVAL_HSIL;HSIL lesion of the vulva;N901|N902|D071;N
N14_VULVAL_LSIL;LSIL lesion of the vulva;N900;N
N14_VULVOVAGINFINOTH;Vulvovaginal ulceration/inflammation in other diseases;N77;N
NAFLD;Nonalcoholic fatty liver disease;K760;K
NASH;Nonalcoholic steatohepatitis;K7380;K
NECROVASC_FG;Other necrotizing vasculopathies (FG);;
NEPHROP_INDUCED_OTHER_DRUGS_MEDICAM_BIOLO_SUBST;Nephropathy induced by other drugs, medicaments and biological substances;N141;N
NEURODEGOTH;Other degenerative diseases of the nervous system;G3;G
NIV;Non-invasive ventilation;;
O15_ABORT_FAILED;Failed attempted abortion;O07;O
O15_ABORT_MEDICAL;Medical abortion;O04;O
O15_ABORT_OTHER;Other abortion;O05;O
O15_ABORT_SPONTAN;Spontaneous abortion;O03;O
O15_ABORT_UNS;Unspecified abortion;O06;O
O15_AMNIOT_OTHER;Other disorders of amniotic fluid and membranes;O41;O
O15_ANTENAT_ABNORM;Abnormal findings on antenatal screening of mother;O28;O
O15_ANTEPART_HAEM_NAS;Antepartum haemorrhage, not elsewhere classified;O46;O
O15_BIRTH_BREAT_INFECT;Infections of breast associated with childbirth;O91;O
O15_BREAST_LACT_OTHER_DIS;Other disorders of breast and lactation associated with childbirth;O92;O
O15_COMPLIC_ABORT_ECTOP_MOLAR;Complications following abortion and ectopic and molar pregnancy;O08;O
O15_COMPLIC_LAB_DELIV;Complications of labour and delivery;O[6-7];O
O15_COMPLIC_PUERP;Complications predominantly related to the puerperium;O8[5-9]|O9[0-2];O
O15_CONCEPT_ABNORM;Other abnormal products of conception;O02;O
O15_DELIV_CAESAR;Single delivery by caesarean section;O82;O
O15_DELIV_FORCEP_VAC;Single delivery by forceps and vacuum extractor;O81;O
O15_DELIV_MULTIP;Multiple delivery;O84;O
O15_DELIV_OTHER_ASSIST;Other assisted single delivery;O83;O
O15_DELIV_PERIN_LACER;Perineal laceration during delivery;O70;O
O15_DELIV_SPONT;Single spontaneous delivery;O80;O
O15_ECLAMPSIA;Eclampsia;O15;O
O15_EXCESS_VOMIT_PREG;Excessive vomiting in pregnancy;O21;O
O15_EXIST_HYPERT_COMPLIC;Pre-existing hypertension complicating pregnancy, childbirth and the puerperium;O10;O
O15_FAILED_INDUCT;Failed induction of labour;O61;O
O15_FALSE_LAB;False labour;O47;O
O15_GESTAT_HYPERT;Gestational [pregnancy-induced] hypertension;O13;O
O15_GESTAT_OEDEM_PREINUR;Gestational [pregnancy-induced] oedema and proteinuria without hypertension;O12;O
O15_HAEMORRH_EARLY_PREG;Haemorrhage in early pregnancy;O20;O
O15_HYPTENSPREG;Pregnancy hypertension;O10|O11|O13|O14|O15|O16;O
O15_ICP_WIDE;Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8;O266;O
O15_LABOUR_ABNORM_FORCES;Abnormalities of forces of labour;O62;O
O15_LABOUR_ANEST_COMPLIC;Complications of anaesthesia during labour and delivery;O74;O
O15_LABOUR_FETAL_STRESS;Labour and delivery complicated by fetal stress [distress];O68;O
O15_LABOUR_INTRAPART_HAEMORRH;Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified;O67;O
O15_LABOUR_LONG;Long labour;O63;O
O15_LABOUR_MALPOS;Obstructed labour due to malposition and malpresentation of fetus;O64;O
O15_LABOUR_OBSTR_OTHER;Other obstructed labour;O66;O
O15_LABOUR_OTHER;Other complications of labour and delivery, not elsewhere classified;O75;O
O15_LABOUR_PELVIC_ABNORM;Obstructed labour due to maternal pelvic abnormality;O65;O
O15_LABOUR_UMBILICAL;Labour and delivery complicated by umbilical cord complications;O69;O
O15_MAT_CARE_MALPRESENT;Maternal care for known or suspected malpresentation of fetus;O32;O
O15_MATERN_CARE;Maternal care related to the fetus;O[3-4];O
O15_MATERN_CARE_CERVICAL_INCOMPETENCE;Maternal care for cervical incompetence;O343;O
O15_MATERN_CARE_DISPROP;Maternal care for known or suspected disproportion;O33;O
O15_MATERN_CARE_FETAL_ABNORM;Maternal care for known or suspected fetal abnormality and damage;O35;O
O15_MATERN_CARE_OTHER;Maternal care for other known or suspected fetal problems;O36;O
O15_MATERN_CARE_PELVIC_ABNORM;Maternal care for known or suspected abnormality of pelvic organs;O34;O
O15_MATERN_HYPERT_UNS;Unspecified maternal hypertension;O16;O
O15_MATERN_INFECT_ELSEWHERE;Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium;O98;O
O15_MEMBR_PREMAT_RUPT;Premature rupture of membranes;O42;O
O15_MULTIP_GEST;Multiple gestation;O30;O
O15_MULTIP_GEST_COMPLIC;Complications specific to multiple gestation;O31;O
O15_OBSTET_TRAUMA_OTHER;Other obstetric trauma;O71;O
O15_OTHER_MATERN_DIS_ELSEWHERE;Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium;O99;O
O15_PLAC_DISORD;Placental disorders;O43;O
O15_PLAC_PRAEVIA;Placenta praevia;O44;O
O15_PLAC_PREMAT_SEPAR;Premature separation of placenta [abruptio placentae];O45;O
O15_POLYHYDR;Polyhydramnios;O40;O
O15_POOR_FETGRO;Poor fetal growth;O365;O
O15_POSTPART_HAEMORRH_ANATOMY;Postpartum haemorrhage due to anatomy;O721;O
O15_POSTPART_HAEMORRH_PLACENTA;Postpartum haemorrhage due to retained placenta;O720;O
O15_PRE_OR_ECLAMPSIA;Pre-eclampsia or eclampsia;O11|O140|O141|O149|O150|O151|O152|O159;O
O15_PREEC_OR_FETGRO;Pre-eclampsia or poor fetal growth;O365;O
O15_PREECLAMPS;Pre-eclampsia;O14;O
O15_PREECLAMPS_CHRONIC_HYPERT;Pre-eclampsia superimposed on chronic hypertension;O11;O
O15_PREG_ABORT;Pregnancy with abortive outcome;O0;O
O15_PREG_ANESTH_COMPL;Complications of anaesthesia during pregnancy;O29;O
O15_PREG_ECTOP;Ectopic pregnancy;O00;O
O15_PREG_GU_INFECT;Infections of genitourinary tract in pregnancy;O23;O
O15_PREG_HYDAT;Hydatidiform mole;O01;O
O15_PREG_MATERN_CARE;Maternal care for other conditions predominantly related to pregnancy;O26;O
O15_PREG_OTHER_MAT_DISORD;Other maternal disorders predominantly related to pregnancy;O2;O
O15_PREG_PROLONGED;Prolonged pregnancy;O48;O
O15_PREG_VENOUS_HAEMORRH;Venous complications and haemorrhoids in pregnancy;O22;O
O15_PRETERM;Preterm labour and delivery;O60;O
O15_PUERP_ANEST_COMPL;Complications of anaesthesia during the puerperium;O89;O
O15_PUERP_COMPL_NAS;Complications of the puerperium, not elsewhere classified;O90;O
O15_PUERP_INFECT_OTHER;Other puerperal infections;O86;O
O15_PUERP_SEPSIS;Puerperal sepsis;O85;O
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH;Retained placenta and membranes, without haemorrhage;O73;O
O15_TWIN_GEST;Twin gestation;O300;O
O15_VENOUS_COMPLIC;Venous complications and haemorrhoids in the puerperium;O87;O
OFFICIAL_TILASTOKESKUS_DEATH;Alcohol related diseases, tilastokeskus definition, death only;;
OSTEON_DRUGS;Osteonecrosis due to drugs;M871;M
OSTEOPOROSIS_FRACTURE_FG;Osteoporosis with pathological fracture (FG);;
OSTPOPATFRACTURE;Drug-induced osteoporosis with pathological fracture;M804;M
OSTPOPATFRCTURE_POSTEMENO;Postmenopausal osteoporosis with pathological fracture;M800;M
OTHER_DRUGADVERS_SECONDA_PARKINSONI;Other drug-induced secondary parkinsonism;G211;G
OTHER_SYSTCON_FG;Other systemic involvement of connective tissue (FG);;
P16_BACTERIAL_SEPSIS_NEWBO;Bacterial sepsis of newborn;P36;P
P16_BIRTH_ASPHYXIA;Birth asphyxia;P21;P
P16_BIRTH_TRAUMA;Birth trauma;P1[0-5];P
P16_BIRTHINJY_PERIP_NERVOUS_SYSTEM;Birth injury to peripheral nervous system;P14;P
P16_CARDIOV_DISORD_ORIGINA_PERINA_PERIOD;Cardiovascular disorders originating in the perinatal period;P29;P
P16_CHRONIC_RESPI_DISEA_ORIGINA_PERINA_PERIOD;Chronic respiratory disease originating in the perinatal period;P27;P
P16_DISORD_MUSCLE_TONE_NEWBO;Disorders of muscle tone of newborn;P94;P
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED;Disorders related to short gestation and low birth weight, not elsewhere classified;P07;P
P16_DISORD_RELATED_LONG_GESTATION_HIGH_BIRTHWGHTT;Disorders related to long gestation and high birth weight;P08;P
P16_FEEDI_PROBL_NEWBO;Feeding problems of newborn;P92;P
P16_FET_NEWB_COMPLICATIO_PLACEN_CORD_MEMBRANES;Fetus and newborn affected by complications of placenta, cord and membranes;P02;P
P16_FET_NEWB_MATERN_COMPLICATIO_PREGNAC;Fetus and newborn affected by maternal complications of pregnancy;P01;P
P16_FET_NEWB_MATERN_COND_UNREL_PRESENT_PREGNAC;Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy;P00;P
P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV;Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery;P0[0-4];P
P16_FET_NEWB_OTH_COMPLICATIO_LABOUR_DELIV;Fetus and newborn affected by other complications of labour and delivery;P03;P
P16_FETAL_DEATH_UNSP_CAUSE;Fetal death of unspecified cause;P95;P
P16_INFECTIONS_SPECIFIC_PERINA_PERIOD;Infections specific to the perinatal period;P3;P
P16_INTERSTITIAL_EMPHY_RELATED_COND_ORIGINA_PERINA_PERIOD;Interstitial emphysema and related conditions originating in the perinatal period;P25;P
P16_NEONTAL_JAUND_OTH_UNSP_CAUSES;Neonatal jaundice from other and unspecified causes;P59;P
P16_OTH_DISORD_ORIGINA_PERINA_PERIOD;Other disorders originating in the perinatal period;P9;P
P16_OTH_INFECTIONS_SPECIFIC_PERINA_PERIOD;Other infections specific to the perinatal period;P39;P
P16_OTH_PERINA_HAEMATOL_DISORD;Other perinatal haematological disorders;P61;P
P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD;Respiratory and cardiovascular disorders specific to the perinatal period;P2;P
P16_RESPI_DISTR_NEWBO;Respiratory distress of newborn;P22;P
P16_SLOW_FETAL_GROWTH_FETAL_MALNUTRITION;Slow fetal growth and fetal malnutrition;P05;P
P16_TRANSITO_DISORD_CARBOH_METABOLISM_SPECIFIC_FETUS_NEWBO;Transitory disorders of carbohydrate metabolism specific to fetus and newborn;P70;P
PAIN;Pain (limb, back, neck, head abdominally);;
PHANTOMLIMB;Phantom limb syndrome with pain;G546;G
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE;Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced;I803;I
PHLEBI_THROMBOP_OTHER_DEEP_VESSE_LOWER_EXTREMITI;Phlebitis and thrombophlebitis of other deep vessels of lower extremities, drug-induced;I8029;I
PHLEBI_THROMBOP_SUPERF_VESSE_LOWER_EXTREMITI;Phlebitis and thrombophlebitis of superficial vessels of lower extremities, drug-induced;I800;I
PNEUMO_SEPTHICHE;Pneumococcal septicemia;A403;A
POLLENALLERG;Pollen allergy;J301;J
POLYCYTVERA;Polycythaemia vera;D45;D
PRIM_COXARTHROSIS;Primary coxarthrosis, bilateral;M160;M
PRIM_KNEEARTHROSIS;Primary gonarthrosis, bilateral;M170;M
PSORI_STRICT;Psoriasis (vulgaris), strict definition;;
PULM_INFECTIONS;COPD/asthma/ILD related infections;;
Q17_ANKYLOGLOSSIA;Ankyloglossia;Q381;Q
Q17_APVR;Abnormal pulmonary venous return;Q2112|Q262|Q263|Q264;Q
Q17_ASD;Atrial septal defect;Q211;Q
Q17_AVSD;Atrioventricular septal defect;Q212;Q
Q17_BALANC_REARR_STRUCTURAL_MARKERS_NOT_ELSEW_CLASSIFIED;Balanced rearrangements and structural markers, not elsewhere classified;Q95;Q
Q17_BICUSP_AORTIC_VALVE;Bicuspidal aortic valve syndrome;Q2311;Q
Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED;Chromosomal abnormalities, not elsewhere classified;Q9;Q
Q17_CLEFT_AND_CARIES;Caries in Clefts patients;K02;K
Q17_CLEFT_HARD_PALATE_NOS;Cleft hard palate NOS;Q351;Q
Q17_CLEFT_LIP;Cleft lip;Q36;Q
Q17_CLEFT_LIP_CLEFT_PALATE;Cleft lip, lip and palate or palate;Q3[5-7];Q
Q17_CLEFT_LIP_OR_LIP_AND_PALATE;Cleft lip and cleft lip and palate;Q3[67];Q
Q17_CLEFT_PALATE;Cleft palate;Q35;Q
Q17_COMPLEX_CARD_DEFEC;Complex cardiac defects;Q2040|Q2041|Q2048|Q205|Q2060|Q2061|Q208|Q209|Q2115|Q2180|Q225|Q242|Q2521|Q2544;Q
Q17_CONGEN_ABSENCE_ATRES_STENO_LARGE_INTESTINE;Congenital absence, atresia and stenosis of large intestine;Q42;Q
Q17_CONGEN_DEFORMITI_FEET;Congenital deformities of feet;Q66;Q
Q17_CONGEN_DEFORMITI_HIP;Congenital deformities of hip;Q65;Q
Q17_CONGEN_HYDROCEPHALUS;Congenital hydrocephalus;Q03;Q
Q17_CONGEN_ICHTHYOSIS;Congenital ichthyosis;Q80;Q
Q17_CONGEN_LENS_MALFO;Congenital lens malformations;Q12;Q
Q17_CONGEN_MALFO_ANTER_SEGMENT_EYE;Congenital malformations of anterior segment of eye;Q13;Q
Q17_CONGEN_MALFO_BILI;Congenital malformation of biliary tract;Q44[0-5];Q
Q17_CONGEN_MALFO_BREAST;Congenital malformations of breast;Q83;Q
Q17_CONGEN_MALFO_CARDIAC_CHAMB_CONNECTIO;Congenital malformations of cardiac chambers and connections;Q20;Q
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM;Congenital malformations of the circulatory system;Q2;Q
Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM;Congenital malformations and deformations of the musculoskeletal system;Q6[5-9]|Q7;Q
Q17_CONGEN_MALFO_EAR_CAUSI_IMPAIRM_HEARING;Congenital malformations of ear causing impairment of hearing;Q16;Q
Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK;Congenital malformations of eye, ear, face and neck;Q1;Q
Q17_CONGEN_MALFO_EYELID_LACRIMAL_APPARA_ORBIT;Congenital malformations of eyelid, lacrimal apparatus and orbit;Q10;Q
Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER;Congenital malformations of gallbladder, bile ducts and liver;Q44;Q
Q17_CONGEN_MALFO_GENITAL_ORGANS;Congenital malformations of genital organs;Q5;Q
Q17_CONGEN_MALFO_GREAT_ARTERIES;Congenital malformations of great arteries;Q25;Q
Q17_CONGEN_MALFO_GREAT_VEINS;Congenital malformations of great veins;Q26;Q
Q17_CONGEN_MALFO_LARYNX;Congenital malformations of larynx;Q31;Q
Q17_CONGEN_MALFO_LUNG;Congenital malformations of lung;Q33;Q
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED;Congenital malformations of the musculoskeletal system, not elsewhere classified;Q79;Q
Q17_CONGEN_MALFO_NERVOUS_SYSTEM;Congenital malformations of the nervous system;Q0;Q
Q17_CONGEN_MALFO_NOSE;Congenital malformations of nose;Q30;Q
Q17_CONGEN_MALFO_OESOPHAGUS;Congenital malformations of oesophagus;Q39;Q
Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM;Congenital malformations of ovaries, fallopian tubes and broad ligaments;Q50;Q
Q17_CONGEN_MALFO_POSTERI_SEGMENT_EYE;Congenital malformations of posterior segment of eye;Q14;Q
Q17_CONGEN_MALFO_PULMONARY_TRICU_VALVES;Congenital malformations of pulmonary and tricuspid valves;Q22;Q
Q17_CONGEN_MALFO_RESPI_SYSTEM;Congenital malformations of the respiratory system;Q3[0-4];Q
Q17_CONGEN_MALFO_RETI;Congenital retinoschisis;Q141;Q
Q17_CONGEN_MALFO_SPINE_BONY_THORAX;Congenital malformations of spine and bony thorax;Q76;Q
Q17_CONGEN_MALFO_TRACHEA_BRONCHUS;Congenital malformations of trachea and bronchus;Q32;Q
Q17_CONGEN_MALFO_URINARY_SYSTEM;Congenital malformations of the urinary system;Q6[0-4];Q
Q17_CONGEN_MALFO_UTERUS_CERVIX;Congenital malformations of uterus and cervix;Q51;Q
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST;Congenital musculoskeletal deformities of head, face, spine and chest;Q67;Q
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER;Congenital obstructive defects of renal pelvis and congenital malformations of ureter;Q62;Q
Q17_CONOTR_DEFEC;Conotruncal defects;Q2000|Q2001|Q201|Q202|Q203|Q2130|Q2131|Q2132|Q2133|Q214|Q220|Q221|Q2571|Q2573|Q2578;Q
Q17_CRANIOSYNOSTOSIS;Craniosynostosis EXCLUDE syndromes;Q750;Q
Q17_CYSTIC_KIDNEY_DISEA;Cystic kidney disease;Q61;Q
Q17_DOWNS_SYNDR;Down's syndrome;Q90;Q
Q17_EHLER_SYNDR;Ehlers-Danlos syndrome;Q796;Q
Q17_EPIDERMOL_BULLOSA;Epidermolysis bullosa;Q81;Q
Q17_HYPOSPADIAS;Hypospadias;Q54;Q
Q17_LVOTO_BROAD;Left ventricular outflow tract obstruction (LVOTO), broad definition;Q244|Q251|Q2520|Q253|Q2540;Q
Q17_LVOTO_NARROW;Left ventricular outflow tract obstruction, narrow definition;Q230|Q2310|Q2311|Q2320|Q2321|Q233|Q234|Q238|Q239|Q244|Q251|Q2520|Q253|Q2540;Q
Q17_MARFAN;Marfan's syndrome;Q874;Q
Q17_MASTOCYTOSIS;Mastocytosis;Q822;Q
Q17_MONOSOMI_DELET_AUTOSOMES_NOT_ELSEW_CLASSIFIED;Monosomies and deletions from the autosomes, not elsewhere classified;Q93;Q
Q17_NEUROFIBROMATOSIS_1;Neurofibromatosis, type 1;Q8500;Q
Q17_NEUROFIBROMATOSIS_2;Neurofibromatosis, type 2;Q8501;Q
